NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
Lisbon - London;LIS;LHR;38.8;-9.13;51.47;-0.45
Miami - Montevideo;MIA;MVD;33.4;-110.87;-34.83;-56.03
Oslo - Stockholm;OSL;ARN;59.9;10.75;60.74;15.85
Geneva - New York;GVA;JFK;46.2;6.11;40.64;-73.79
Barcelona - London;LHR;BCN;51.5;-0.45;41.3;2.08
New York - Stockholm;JFK;ARN;40.6;-73.79;60.74;15.85
Ft. Lauderdale - New York;JFK;FLL;40.6;-73.79;26.07;-80.13
Lisbon - Singapore;LIS;SIN;50.1;8.56;1.34;103.98
Berlin - Cologne;TXL;CGN;52.6;13.29;50.88;7.11
Birmingham - Newark;EWR;BHX;40.7;-74.18;52.45;-1.73
Antigua - London;ANU;LGW;17.1;-61.79;51.16;-0.16
Frankfurt - Luxembourg;FRA;LUX;50.1;8.56;49.63;6.21
Madrid - Tenerife ;TCI;MAD;35.7;-6.92;40.46;-3.58
Auckland-intl - Hong Kong;HKG;AKL;22.3;113.94;-37;174.79
Geneva - Rio De Janeiro;GIG;GVA;51.5;-0.45;46.23;6.11
Dubai - Prague;PRG;DXB;50.1;14.43;25.25;55.35
Harare - Johannesburg;JNB;HRE;-26.1;28.23;-17.92;31.1
Las Vegas - Los Angeles;LAX;LAS;34.1;-118.24;32.02;-87.96
Memphis - Newark;MEM;EWR;33.1;-88.31;40.69;-74.18
London - Tampa;TPA;LGW;28;-82.54;51.16;-0.16
Belfast-city - London;BHD;LHR;54.6;-5.87;51.47;-0.45
Calgary - Vancouver;YYC;YVR;51.1;-114.01;49.19;-123.17
Bombay - Tokyo;NRT;BOM;35.8;140.39;19.09;72.86
Los Angeles - Seattle;SEA;LAX;39.9;-75.59;34.05;-118.24
Milan - Paris;CDG;LIN;49;2.54;45.47;9.18
New York - Pittsburgh;PIT;JFK;48.7;-94.74;40.64;-73.79
Paris - Zurich;ZRH;CDG;47.5;8.57;49.01;2.54
Brussels - Tokyo;NRT;BRU;50.1;8.56;50.89;4.48
Geneva - Moscow;GVA;SVO;46.2;6.11;55.96;37.42
Los Angeles - San Francisco;LAX;SFO;34.1;-118.24;37.61;-122.39
Chicago - St. Louis;STL;ORD;38.7;-90.36;41.6;-98.93
Bermuda - New York;JFK;BDA;40.6;-73.79;32.37;-64.69
Edmonton - Newark;YEG;EWR;44.9;-93.2;40.69;-74.18
Abu Dhabi - Johannesburg;AUH;JNB;24.4;54.64;-26.13;28.23
Asturias - Madrid;OVD;MAD;43.6;-6.03;40.46;-3.58
Boston - Miami;BOS;MIA;42.2;-71;33.4;-110.87
Dubai - Karachi;KHI;DXB;24.9;67.15;25.25;55.35
Hyderabad - London;HYD;LHR;17.5;78.46;51.47;-0.45
Liverpool - Madrid;LPL;MAD;53.3;-2.85;40.46;-3.58
Dubai - Tokyo;DXB;NRT;25.3;55.35;35.75;140.39
Geneva - New York;JFK;GVA;51.5;-0.45;46.23;6.11
Amman - Beirut;BEY;AMM;33.8;35.49;31.95;35.94
Cape Town - Dubai;DXB;CPT;25.3;55.35;-33.97;18.59
Copenhagen - Paris;CDG;CPH;49;2.54;55.63;12.64
Newark - Tampa;TPA;EWR;28;-82.54;40.69;-74.18
Hong Kong - Singapore;SIN;HKG;1.3;103.98;22.32;113.94
Casablanca-mohamed V. - Dubai;CMN;DXB;33.4;-7.58;25.25;55.35
Birmingham - Milan;MXP;BHX;45.5;9.18;52.45;-1.73
Hong Kong - London;LHR;HKG;51.5;-0.45;22.32;113.94
Bermuda - Newark;BDA;EWR;32.4;-64.69;40.69;-74.18
Santiago - Sao Paulo;SCL;GRU;-33.4;-70.79;-23.42;-46.48
Geneva - Glasgow;GLA;GVA;51.5;0.05;46.23;6.11
Hong Kong - Osaka;KIX;HKG;34.4;135.24;22.32;113.94
Istanbul - New York;IST;JFK;41;28.99;40.64;-73.79
Geneva - Jersey;JER;GVA;49.2;-2.19;46.23;6.11
Hong Kong - Sydney;SYD;HKG;-33.9;151.23;22.32;113.94
Cairns - Hong Kong;CNS;HKG;-16.9;145.76;22.32;113.94
London - Tokyo;HND;LHR;35.6;139.75;51.47;-0.45
Dublin - Newark;EWR;DUB;40.7;-74.18;53.34;-6.25
London - Melbourne;MEL;LHR;-37.7;144.85;51.47;-0.45
Brisbane - Singapore;SIN;BNE;1.3;103.98;-27.4;153.11
Entebbe/kampala - Nairobi;NBO;EBB;-1.3;36.81;0.04;32.44
Bombay - Hyderabad;BOM;HYD;19.1;72.86;17.45;78.46
Greensboro/h Pt/win-salem - New York;GSO;LGA;36.1;-79.94;40.77;-73.88
Accra - Lagos;LOS;ACC;6.6;3.32;5.6;-0.17
Madrid - Milan;LIN;MAD;45.5;9.18;40.46;-3.58
Dubai - Johannesburg;JNB;DXB;-26.1;28.23;25.25;55.35
Dubai - Mauritius;DXB;MRU;25.3;55.35;-20.43;57.68
Dallas - Washington Dc;DCA;DFW;38.9;-77.04;32.87;-97.04
Chicago - San Francisco;ORD;SFO;41.6;-98.93;37.61;-122.39
Calgary - Tokyo;YYC;NRT;49.2;-123.17;35.75;140.39
London - Manchester;LHR;MAN;51.5;-0.45;53.37;0.1
Miami - Sao Paulo;MIA;GRU;33.4;-110.87;-23.42;-46.48
Montreal - New York;LGA;YUL;40.8;-73.88;45.46;-73.75
London - Toronto;LHR;YYZ;51.5;-0.45;43.68;-79.61
Miami - Santiago;MIA;SCL;33.4;-110.87;-33.39;-70.79
Hong Kong - New York;HKG;JFK;22.3;113.94;40.64;-73.79
Lagos - London;LOS;LHR;6.6;3.32;51.47;-0.45
Beijing - Tsinan;PEK;TNA;40.1;116.58;36.66;116.97
Bangkok - Singapore;SIN;BKK;1.3;103.98;13.71;100.77
Chicago - London;LHR;ORD;51.5;-0.45;41.6;-98.93
Hong Kong - Toronto;HKG;YYZ;22.3;113.94;43.68;-79.61
Houston - Paris;IAH;CDG;30;-95.34;49.01;2.54
Moscow - San Francisco;SFO;DME;50.1;8.56;55.42;37.9
Sao Paulo - Zurich;ZRH;GRU;47.5;8.57;-23.42;-46.48
Paris - Tokyo;NRT;CDG;35.8;140.39;49.01;2.54
Hong Kong - Jakarta;HKG;CGK;22.3;113.94;-6.13;106.66
New York - San Diego;JFK;SAN;40.6;-73.79;32.7;-102.18
Austin - Dallas;DFW;AUS;32.9;-97.04;30.2;-97.67
Istanbul - New York;JFK;IST;40.6;-73.79;41.04;28.99
Houston - Toronto;IAH;YYZ;30;-95.34;43.68;-79.61
San Francisco - Sao Paulo;GRU;SFO;-23.4;-46.48;37.61;-122.39
Beijing - Singapore;PEK;SIN;40.1;116.58;1.34;103.98
Singapore - Sydney;SYD;SIN;-33.9;151.23;1.34;103.98
London - Prague;PRG;LHR;50.1;14.43;51.47;-0.45
Madras - Newark;EWR;MAA;50.1;8.56;13.05;80.23
London - Vilnius;STN;VNO;51.9;0.26;54.64;25.28
Lisbon - London;LTN;LIS;51.9;-0.37;38.77;-9.13
Dubai - London;DXB;LHR;25.3;55.35;51.47;-0.45
Beijing - Calgary;YYC;PEK;49.2;-123.17;40.07;116.58
Birmingham - Singapore;BHX;SIN;25.3;55.35;1.34;103.98
New York - San Francisco;SFO;JFK;37.6;-122.39;40.64;-73.79
Boston - Paris;CDG;BOS;49;2.54;42.21;-71
London - New York;LHR;JFK;51.5;-0.45;40.64;-73.79
Denver - Los Angeles;LAX;DEN;34.1;-118.24;39.77;-104.86
Bangkok - Hong Kong;BKK;HKG;13.7;100.77;22.32;113.94
Bombay - Chicago;ORD;BOM;28.7;77.26;19.09;72.86
Perth - Singapore;PER;SIN;-31.9;115.97;1.34;103.98
Delhi - Dubai;DEL;DXB;28.7;77.26;25.25;55.35
Jakarta-soekarno - Kuala Lumpur;CGK;KUL;-6.1;106.66;2.76;101.71
Chicago - Toronto;ORD;YYZ;41.6;-98.93;43.68;-79.61
Copenhagen - Oslo;OSL;CPH;59.9;10.75;55.63;12.64
Bombay - Madras;BOM;MAA;19.1;72.86;13.05;80.23
Paris - Sao Paulo;CDG;GRU;49;2.54;-23.42;-46.48
Beijing - Shanghai;PEK;SHA;40.1;116.58;31.19;121.34
London - Newark;LHR;EWR;51.5;-0.45;40.69;-74.18
Chicago - Columbus;CMH;ORD;40;-82.89;41.6;-98.93
Geneva - Moscow;GVA;DME;46.2;6.11;55.42;37.9
New York - Orlando;JFK;MCO;40.6;-73.79;28.44;-81.31
Birmingham - Jersey;JER;BHX;49.2;-2.19;52.45;-1.73
Denver - New York;DEN;JFK;39.8;-104.86;40.64;-73.79
Baku - London;GYD;LHR;40.2;47.69;51.47;-0.45
Bombay - Dubai;DXB;BOM;25.3;55.35;19.09;72.86
Bogota - Miami;MIA;BOG;33.4;-110.87;4.7;-74.14
Dallas - San Francisco;DFW;SFO;32.9;-97.04;37.61;-122.39
Las Vegas - San Francisco;SFO;LAS;37.6;-122.39;32.02;-87.96
Dubai - Jeddah;DXB;JED;25.3;55.35;21.67;39.15
Hong Kong - Jakarta;HKG;CGK;22.3;113.94;-6.13;106.66
Accra - London;ACC;LHR;5.6;-0.17;51.47;-0.45
London - St. Louis;LHR;STL;41.6;-98.93;38.74;-90.36
Las Vegas - Philadelphia;PHL;LAS;45.1;-89.01;32.02;-87.96
Doha - New York;DOH;JFK;25.3;51.56;40.64;-73.79
New York - Venice;JFK;VCE;40.6;-73.79;45.44;12.32
Honolulu - Oahu - New York;JFK;HNL;40.6;-73.79;21.34;-157.92
Jersey-channel Islands - London;LGW;JER;51.2;-0.16;49.21;-2.19
Chicago - Sao Paulo;GRU;ORD;33.4;-110.87;41.6;-98.93
Atlanta - New York;JFK;ATL;40.6;-73.79;42.94;-83.53
Nashville - Newark;BNA;EWR;36.1;-86.67;40.69;-74.18
Bombay - Manchester;BOM;MAN;25.3;55.35;53.37;0.1
Amsterdam - Geneva;AMS;GVA;52.3;4.75;46.23;6.11
London - Sydney;LHR;SYD;51.5;-0.45;-33.92;151.23
Chengdu - Hong Kong;HKG;CTU;22.3;113.94;30.58;103.94
Accra - Dar Es Salaam;ACC;DAR;-1.3;36.81;-6.88;39.2
Osaka - Singapore;KIX;SIN;34.4;135.24;1.34;103.98
Frankfurt - Tokyo;FRA;NRT;50.1;8.56;35.75;140.39
Belfast - Newark;BFS;EWR;54.7;-6.22;40.69;-74.18
Hamburg - London;LTN;HAM;51.9;-0.37;53.64;10.01
Madrid - Manchester;MAN;MAD;53.4;0.1;40.46;-3.58
Belfast-city - Glasgow;GLA;BHD;55.9;-4.43;54.61;-5.87
New York - Washington Dc;DCA;LGA;38.9;-77.04;40.77;-73.88
Abu Dhabi - Geneva;AUH;GVA;24.4;54.64;46.23;6.11
Madrid - Paris;CDG;MAD;49;2.54;40.46;-3.58
Rio De Janeiro - Sao Paulo;GRU;GIG;-23.4;-46.48;-22.81;-43.24
Bogota - Newark;BOG;EWR;33.4;-110.87;40.69;-74.18
Johannesburg - Sydney;JNB;SYD;-26.1;28.23;-33.92;151.23
Dusseldorf - Hamburg;DUS;HAM;51.3;6.78;53.64;10.01
Alicante - Madrid;ALC;MAD;38.3;-0.56;40.46;-3.58
Dallas - Lisbon;DFW;LIS;40.7;-74.18;38.77;-9.13
Shanghai - Singapore;SIN;PVG;1.3;103.98;31.12;121.8
Jakarta-soekarno - London;LHR;CGK;25.3;51.56;-6.13;106.66
Detroit - New York;DTW;LGA;37.3;-107.75;40.77;-73.88
Hyderabad - New York;JFK;HYD;25.3;55.35;17.45;78.46
Edinburgh - Newark;EDI;EWR;56;-3.34;40.69;-74.18
Boston - Madrid;BOS;MAD;42.2;-71;40.46;-3.58
Boston - Minneapolis;MSP;BOS;44.9;-93.2;42.21;-71
Newark - Prague;PRG;EWR;48.3;11.77;40.69;-74.18
Melbourne - Perth;PER;MEL;-31.9;115.97;-37.67;144.85
London - Tel Aviv;TLV;LHR;32;34.89;51.47;-0.45
Belfast-city - Manchester;BHD;MAN;54.6;-5.87;53.37;0.1
Paris - Philadelphia;PHL;CDG;45.1;-89.01;49.01;2.54
Mexico City - Rio De Janeiro;MEX;GIG;9.1;-79.38;-22.81;-43.24
Frankfurt - London;LCY;FRA;51.5;0.05;50.05;8.56
Sydney - Tokyo;SYD;NRT;-33.9;151.23;35.75;140.39
Kiev-borispol - Newark;KBP;EWR;50.1;8.56;40.69;-74.18
Hong Kong - Tokyo;NRT;HKG;35.8;140.39;22.32;113.94
Sao Paulo - Tokyo;GRU;NRT;32.9;-97.04;35.75;140.39
Geneva - Lima;LIM;GVA;52.3;4.75;46.23;6.11
Frankfurt - Lisbon;FRA;LIS;50.1;8.56;38.77;-9.13
Delhi - Madrid;MAD;DEL;51.5;-0.45;28.66;77.26
Philadelphia - Providence;PVD;PHL;41.7;-71.44;45.05;-89.01
Hong Kong - Tokyo;HND;HKG;35.6;139.75;22.32;113.94
Bogota - Frankfurt;BOG;FRA;4.7;-74.14;50.05;8.56
London - Minneapolis;LHR;MSP;51.5;-0.45;44.88;-93.2
Bogota - Sao Paulo;GRU;BOG;-23.4;-46.48;4.7;-74.14
Milan - Zurich;ZRH;MXP;47.5;8.57;45.47;9.18
Cape Town - East London;ELS;CPT;-33;27.83;-33.97;18.59
Brussels - Geneva;BRU;GVA;50.9;4.48;46.23;6.11
Melbourne - Newark;EWR;MEL;34.1;-118.24;-37.67;144.85
Cape Town - Hong Kong;HKG;CPT;-26.1;28.23;-33.97;18.59
Johannesburg - Umtata;JNB;UTT;-26.1;28.23;-31.55;28.67
London - Venice;VCE;LHR;45.4;12.32;51.47;-0.45
Johannesburg - Zurich;ZRH;JNB;47.5;8.57;-26.13;28.23
Delhi - Frankfurt;DEL;FRA;28.7;77.26;50.05;8.56
Glasgow - New York;GLA;JFK;51.5;-0.45;40.64;-73.79
Bahrain - London;LHR;BAH;51.5;-0.45;26.27;50.63
Newark - Paris;EWR;ORY;40.7;-74.18;48.73;2.37
London - Tokyo;NRT;LHR;35.8;140.39;51.47;-0.45
Calgary - New York;YYC;LGA;43.7;-79.61;40.77;-73.88
Nairobi - Singapore;SIN;NBO;25.3;55.35;-1.28;36.81
Auckland-intl - London;AKL;LHR;1.3;103.98;51.47;-0.45
Hong Kong - Paris;HKG;CDG;22.3;113.94;49.01;2.54
Lima - Sao Paulo;LIM;GRU;-12;-77.11;-23.42;-46.48
Madrid - Mexico City;MAD;MEX;33.4;-110.87;19.43;-99.16
Singapore - Zurich;SIN;ZRH;1.3;103.98;47.45;8.57
New York - Seoul;JFK;ICN;40.6;-73.79;37.45;126.66
Los Angeles - New York;JFK;LAX;40.6;-73.79;34.05;-118.24
Amsterdam - Geneva;GVA;AMS;46.2;6.11;52.31;4.75
Boston - Washington Dc;DCA;BOS;38.9;-77.04;42.21;-71
Rio De Janeiro - San Francisco;GIG;SFO;33.4;-110.87;37.61;-122.39
Dubai - Moscow;DME;DXB;55.4;37.9;25.25;55.35
Hong Kong - Ulan Bator;HKG;ULN;22.3;113.94;47.85;106.76
San Francisco - Taipei;SFO;TPE;37.6;-122.39;25.08;121.24
Paris - Stockholm;CDG;ARN;49;2.54;60.74;15.85
Dubai - New York;JFK;DXB;40.6;-73.79;25.25;55.35
Munich - Paris;CDG;MUC;49;2.54;48.34;11.77
Amsterdam - Stockholm;AMS;ARN;52.3;4.75;60.74;15.85
Amsterdam - Johannesburg;AMS;JNB;49;2.54;-26.13;28.23
Dallas - Houston;DFW;IAH;32.9;-97.04;29.98;-95.34
Delhi - Madras;MAA;DEL;13.1;80.23;28.66;77.26
Kuala Lumpur - Tokyo;KUL;NRT;2.8;101.71;35.75;140.39
Mauritius - Nairobi;MRU;NBO;-20.4;57.68;-1.28;36.81
Johannesburg - Lisbon;LIS;JNB;51.5;-0.45;-26.13;28.23
Bombay - Lisbon;BOM;LIS;50.1;8.56;38.77;-9.13
Hamburg - Newcastle;NCL;HAM;52.3;4.75;53.64;10.01
Geneva - Paris;CDG;GVA;49;2.54;46.23;6.11
Bangkok - Zurich;BKK;ZRH;13.7;100.77;47.45;8.57
London - San Francisco;SFO;LHR;37.6;-122.39;51.47;-0.45
Nice - Paris;NCE;CDG;43.7;7.21;49.01;2.54
Amsterdam - Mexico City;MEX;AMS;19.4;-99.16;52.31;4.75
London - Nairobi;NBO;LHR;-1.3;36.81;51.47;-0.45
Entebbe/kampala - Nairobi;EBB;NBO;0;32.44;-1.28;36.81
Bahrain - Frankfurt;FRA;BAH;50.1;8.56;26.27;50.63
Madrid - Singapore;MAD;SIN;50.1;8.56;1.34;103.98
Boston - Miami;MIA;BOS;33.4;-110.87;42.21;-71
Denver - Toronto;YYZ;DEN;43.7;-79.61;39.77;-104.86
Frankfurt - Manchester;MAN;FRA;53.4;0.1;50.05;8.56
New York - Omaha;OMA;LGA;31.7;-90.15;40.77;-73.88
London - Minneapolis;MSP;LHR;44.9;-93.2;51.47;-0.45
Madison - New York;MSN;LGA;41.6;-98.93;40.77;-73.88
Delhi - Tokyo;DEL;NRT;28.7;77.26;35.75;140.39
Chicago - New York;ORD;LGA;41.6;-98.93;40.77;-73.88
Lima - London;LHR;LIM;40.5;-3.58;-12.02;-77.11
Durban - Gaborone;DUR;GBE;-26.1;28.23;-24.56;25.93
Amsterdam - Frankfurt;FRA;AMS;50.1;8.56;52.31;4.75
Dubai - Houston;DXB;IAH;25.3;55.35;29.98;-95.34
Houston - Mobile;IAH;MOB;30;-95.34;35.88;-85.26
Newark - San Francisco;EWR;SFO;40.7;-74.18;37.61;-122.39
Jersey-channel Islands - Southampton;JER;SOU;49.2;-2.19;50.95;-1.36
Madrid - Porto;MAD;OPO;40.5;-3.58;41.24;-8.67
Frankfurt - Kuala Lumpur;KUL;FRA;2.8;101.71;50.05;8.56
Manila - Singapore;SIN;MNL;1.3;103.98;14.51;121.02
Barcelona - Newark;EWR;BCN;40.7;-74.18;41.3;2.08
London - Madras;LHR;MAA;28.7;77.26;13.05;80.23
Frankfurt - Lisbon;FRA;LIS;50.1;8.56;38.77;-9.13
London - Sao Paulo;LHR;GRU;51.5;-0.45;-23.42;-46.48
London - Taipei;TPE;LHR;22.3;113.94;51.47;-0.45
Hong Kong - Taipei;HKG;TPE;22.3;113.94;25.08;121.24
Geneva - London;LHR;GVA;51.5;-0.45;46.23;6.11
Johannesburg - London;LHR;JNB;51.5;-0.45;-26.13;28.23
Paris - Stockholm;CDG;ARN;49;2.54;60.74;15.85
London - Paris;CDG;LHR;49;2.54;51.47;-0.45
Newark - Zurich;ZRH;EWR;47.5;8.57;40.69;-74.18
East London - Port Elizabeth;PLZ;ELS;-34;25.61;-33.04;27.83
New York - Norfolk;ORF;LGA;36.9;-76.22;40.77;-73.88
Los Angeles - San Jose;LAX;SJC;34.1;-118.24;37.37;-121.93
Johannesburg - Paris;JNB;CDG;-26.1;28.23;49.01;2.54
Hong Kong - London;HKG;LHR;22.3;113.94;51.47;-0.45
Frankfurt - London;FRA;LHR;50.1;8.56;51.47;-0.45
Bombay - Frankfurt;BOM;FRA;19.1;72.86;50.05;8.56
Chicago - Ft. Lauderdale;FLL;ORD;26.1;-80.13;41.6;-98.93
New Orleans - Philadelphia;PHL;MSY;45.1;-89.01;29.98;-90.26
Copenhagen - London;CPH;LHR;55.6;12.64;51.47;-0.45
New Orleans - Washington Dc;MSY;DCA;30;-90.26;38.85;-77.04
Beijing - Shanghai;SHA;PEK;31.2;121.34;40.07;116.58
Boston - New York;BOS;JFK;42.2;-71;40.64;-73.79
Frankfurt - Singapore;FRA;SIN;50.1;8.56;1.34;103.98
San Francisco - Toronto;YYZ;SFO;43.7;-79.61;37.61;-122.39
Los Angeles - Shanghai;LAX;PVG;34.1;-118.24;31.12;121.8
Paris - Rio De Janeiro;GIG;CDG;-22.8;-43.24;49.01;2.54
Hong Kong - Singapore;SIN;HKG;1.3;103.98;22.32;113.94
Chicago - Cincinnati;CVG;ORD;39.1;-84.66;41.6;-98.93
New York - Oklahoma City;OKC;LGA;41.6;-98.93;40.77;-73.88
Abu Dhabi - Muscat;MCT;AUH;23.6;58.29;24.42;54.64
Doha - Johannesburg;DOH;JNB;25.3;55.35;-26.13;28.23
London - Rome;LHR;FCO;51.5;-0.45;41.9;12.5
London - Singapore;LHR;SIN;51.5;-0.45;1.34;103.98
Helsinki - New York;JFK;HEL;52.3;4.75;60.31;24.97
Frankfurt - Zurich;FRA;ZRH;50.1;8.56;47.45;8.57
Atlanta - New York;JFK;ATL;40.6;-73.79;42.94;-83.53
London - Taipei;LHR;TPE;50.1;8.56;25.08;121.24
Lisbon - Sao Paulo;SAO;LIS;-14.2;-51.41;38.77;-9.13
Brisbane - Melbourne;BNE;MEL;-27.4;153.11;-37.67;144.85
Dubai - Milan;DXB;MXP;25.3;55.35;45.47;9.18
Los Angeles - Miami;LAX;MIA;34.1;-118.24;33.4;-110.87
Dubai - Madras;DXB;MAA;25.3;55.35;13.05;80.23
Frankfurt - Madras;FRA;MAA;50.1;8.56;13.05;80.23
Toronto - Washington Dc;DCA;YYZ;38.9;-77.04;43.68;-79.61
Hong Kong - Singapore;SIN;HKG;1.3;103.98;22.32;113.94
Atlanta - Washington Dc;ATL;IAD;42.9;-83.53;38.96;-77.45
Edinburgh - Manchester;EDI;MAN;56;-3.34;53.37;0.1
Belfast-city - Birmingham;BHD;BHX;54.6;-5.87;52.45;-1.73
London - Paris;CDG;LHR;49;2.54;51.47;-0.45
Bombay - Dubai;BOM;DXB;19.1;72.86;25.25;55.35
Hong Kong - Zurich;ZRH;HKG;47.5;8.57;22.32;113.94
Lisbon - Maputo;LIS;MPM;38.8;-9.13;-25.92;32.57
London - Rabat;LHR;RBA;49;2.54;30.74;-6.45
Rio De Janeiro - Sao Paulo;GRU;GIG;-23.4;-46.48;-22.81;-43.24
Karachi - London;KHI;LHR;24.9;67.15;51.47;-0.45
Los Angeles - Sydney;SYD;LAX;-33.9;151.23;34.05;-118.24
Paris - Singapore;SIN;CDG;1.3;103.98;49.01;2.54
Copenhagen - Helsinki;CPH;HEL;55.6;12.64;60.31;24.97
Madrid - Santiago De Compostela;MAD;SCQ;40.5;-3.58;42.9;-8.42
Delhi - Hong Kong;HKG;DEL;22.3;113.94;28.66;77.26
Amman - Dubai;AMM;DXB;32;35.94;25.25;55.35
Los Angeles - San Diego;SAN;LAX;32.7;-102.18;34.05;-118.24
Boston - Doha;DOH;BOS;51.5;-0.45;42.21;-71
Austin - Tokyo;AUS;NRT;32.9;-97.04;35.75;140.39
Taipei-sung Shan - Tokyo;HND;TSA;35.6;139.75;25.06;121.55
Stockholm - Zurich;ARN;ZRH;60.7;15.85;47.45;8.57
New York - Seoul;JFK;ICN;40.6;-73.79;37.45;126.66
Frankfurt - Tel Aviv;FRA;TLV;50.1;8.56;32.01;34.89
Addis Ababa - Johannesburg;JNB;ADD;-26.1;28.23;8.98;38.8
Boston - New York;BOS;LGA;42.2;-71;40.77;-73.88
New Orleans - Newark;MSY;EWR;30;-90.26;40.69;-74.18
Geneva - Paris;CDG;GVA;49;2.54;46.23;6.11
Atlanta - Mexico City;MEX;ATL;19.4;-99.16;42.94;-83.53
Montpellier - Paris;MPL;ORY;43.6;3.96;48.73;2.37
Hong Kong - London;HKG;LHR;22.3;113.94;51.47;-0.45
Boston - London;LHR;BOS;51.5;-0.45;42.21;-71
Bombay - New York;BOM;JFK;19.1;72.86;40.64;-73.79
Lisbon - Miami;MIA;LIS;51.5;-0.45;38.77;-9.13
San Jose - Sao Paulo;SJC;GRU;32.9;-97.04;-23.42;-46.48
Doha - New York;DOH;JFK;25.3;51.56;40.64;-73.79
Munich - Newark;MUC;EWR;48.3;11.77;40.69;-74.18
Singapore - Zurich;SIN;ZRH;1.3;103.98;47.45;8.57
Malaga - New York;JFK;AGP;40.6;-73.79;36.68;-4.49
Frankfurt - Vienna;VIE;FRA;48.2;16.37;50.05;8.56
Dublin - Milan;DUB;LIN;53.3;-6.25;45.47;9.18
Lisbon - London;LHR;LIS;51.5;-0.45;38.77;-9.13
Milan - Newark;LIN;EWR;51.5;-0.45;40.69;-74.18
Singapore - Taipei;TPE;SIN;25.1;121.24;1.34;103.98
Jakarta-soekarno - Singapore;CGK;SIN;-6.1;106.66;1.34;103.98
Manchester - Philadelphia;PHL;MAN;45.1;-89.01;53.37;0.1
Berlin - Frankfurt;FRA;TXL;50.1;8.56;52.55;13.29
Cape Town - Singapore;SIN;CPT;1.3;103.98;-33.97;18.59
Lisbon - Philadelphia;PHL;LIS;45.1;-89.01;38.77;-9.13
Charleston - New York;LGA;CHS;40.8;-73.88;32.88;-80.04
Newark - Richmond;EWR;RIC;40.7;-74.18;45.75;-94.22
Madrid - Sao Paulo;MAD;SAO;40.5;-3.58;-14.24;-51.41
Manchester - Vilnius;MAN;VNO;50.1;8.56;54.64;25.28
Bombay - Hong Kong;HKG;BOM;22.3;113.94;19.09;72.86
Dubai - Gaborone;DXB;GBE;-26.1;28.23;-24.56;25.93
Newark - Turin;TRN;EWR;48.3;11.77;40.69;-74.18
Lisbon - Sao Paulo;VCP;LIS;-23;-47.14;38.77;-9.13
Dubai - Tokyo;NRT;DXB;35.8;140.39;25.25;55.35
Boston - Dallas;BOS;DFW;42.2;-71;32.87;-97.04
Durban - Johannesburg;DUR;JNB;-30;30.95;-26.13;28.23
New York - West Palm Beach;PBI;JFK;26.7;-80.09;40.64;-73.79
Dar Es Salaam - Gaborone;GBE;DAR;-26.1;28.23;-6.88;39.2
Los Angeles - Singapore;SIN;LAX;1.3;103.98;34.05;-118.24
Madrid - Paris;ORY;MAD;48.7;2.37;40.46;-3.58
Atlanta - Dallas;ATL;DFW;42.9;-83.53;32.87;-97.04
Glasgow - Johannesburg;GLA;JNB;51.5;-0.45;-26.13;28.23
Bari - Milan;BRI;LIN;41.1;16.87;45.47;9.18
Entebbe/kampala - Johannesburg;JNB;EBB;-26.1;28.23;0.04;32.44
London - Nice;LCY;NCE;51.5;0.05;43.67;7.21
Copenhagen - London;LHR;CPH;51.5;-0.45;55.63;12.64
Beirut - Cairo;CAI;BEY;30.1;31.25;33.82;35.49
Guernsey -channel Isl. - Manchester;MAN;GCI;53.4;0.1;49.43;-2.6
Atlanta - Paris;ATL;CDG;42.9;-83.53;49.01;2.54
Dubai - Lisbon;DXB;LIS;49;2.54;38.77;-9.13
Alma Ata - Atyrau;ALA;GUW;43.4;77.03;47.11;51.85
Bahrain - Muscat;MCT;BAH;23.6;58.29;26.27;50.63
Brisbane - Los Angeles;LAX;BNE;34.1;-118.24;-27.4;153.11
Houston - Pittsburgh;IAH;PIT;30;-95.34;48.72;-94.74
Manchester - Portland;PDX;MAN;52.3;4.75;53.37;0.1
Paris - Singapore;CDG;SIN;49;2.54;1.34;103.98
Johannesburg - Nice;JNB;NCE;49;2.54;43.67;7.21
Dubai - Madras;DXB;MAA;25.3;55.35;13.05;80.23
Alma Ata - Zurich;ZRH;ALA;50.1;8.56;43.36;77.03
Bombay - London;LHR;BOM;51.5;-0.45;19.09;72.86
Dubai - Riyadh;DXB;RUH;25.3;55.35;24.94;46.71
Chicago - Detroit;DTW;ORD;37.3;-107.75;41.6;-98.93
Hamburg - Newark;EWR;HAM;51.5;-0.45;53.64;10.01
Bombay - Poona;BOM;PNQ;19.1;72.86;18.58;73.91
Basel-Mulhouse-Freiburg - San Francisco;SFO;BSL;50.1;8.56;47.55;7.59
London - Sydney;SYD;LHR;-33.9;151.23;51.47;-0.45
Doha - Sao Paulo;DOH;GRU;25.3;51.56;-23.42;-46.48
Dubai - Washington Dc;DXB;IAD;40.6;-73.79;38.96;-77.45
Hanover - Munich;HAJ;MUC;52.5;9.7;48.34;11.77
Amsterdam - Hanover;AMS;HAJ;52.3;4.75;52.46;9.7
Frankfurt - Munich;MUC;FRA;48.3;11.77;50.05;8.56
